model,augmentation,phase,epoch,loss,accuracy,date,transformations
ORCA_512x512__Size-512x512_Epoch-21_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,21,0.33754112690687177,0.8421918869018554,2022-01-11 13:46:55.333152,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-22_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,22,0.2973494343459606,0.8704897689819336,2022-01-11 13:49:55.329939,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-22_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,22,0.3290396869182587,0.8463272476196289,2022-01-11 13:49:55.329991,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-23_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,23,0.3002647339552641,0.8667567443847656,2022-01-11 13:52:55.174377,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-23_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,23,0.32684343829751017,0.848818588256836,2022-01-11 13:52:55.174428,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-24_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,24,0.3090542244911194,0.8658811569213867,2022-01-11 13:55:54.523830,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-24_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,24,0.3255895149707794,0.8494573593139648,2022-01-11 13:55:54.523884,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-25_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,25,0.3069537888467312,0.8666717147827149,2022-01-11 13:58:53.857523,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-25_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,25,0.333578400015831,0.8432454681396484,2022-01-11 13:58:53.857575,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-26_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,26,0.28310671374201773,0.8765819931030273,2022-01-11 14:01:52.765410,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-26_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,26,0.33602939039468765,0.8441483688354492,2022-01-11 14:01:52.765462,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-27_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,27,0.2985229420661926,0.8714815521240235,2022-01-11 14:04:52.330260,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-27_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,27,0.3343927623331547,0.8445758056640625,2022-01-11 14:04:52.330312,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-28_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,28,0.2980317939817905,0.8710188674926758,2022-01-11 14:07:51.671374,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-28_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,28,0.3207364328205585,0.8499433898925781,2022-01-11 14:07:51.671425,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-29_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,29,0.30362148001790046,0.8686319732666016,2022-01-11 14:10:51.360216,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-29_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,29,0.32503930166363715,0.8507882308959961,2022-01-11 14:10:51.360268,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-30_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,30,0.29158191293478014,0.8751896286010742,2022-01-11 14:13:50.869992,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-30_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,30,0.3223543474078178,0.8524258804321289,2022-01-11 14:13:50.870045,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-31_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,31,0.285911815315485,0.876304702758789,2022-01-11 14:16:49.899949,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-31_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,31,0.3273794186115265,0.8500321197509766,2022-01-11 14:16:49.900014,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-32_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,32,0.2871707686781883,0.8763452911376953,2022-01-11 14:19:48.483495,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-32_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,32,0.32604558423161506,0.8494777679443359,2022-01-11 14:19:48.483607,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-33_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,33,0.307698322981596,0.8675469589233399,2022-01-11 14:22:47.561912,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-33_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,33,0.3318344910442829,0.8463042449951171,2022-01-11 14:22:47.561966,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-34_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,34,0.29345726892352103,0.8740315246582031,2022-01-11 14:25:46.258774,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-34_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,34,0.3353605125844479,0.8445493316650391,2022-01-11 14:25:46.258825,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-35_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,35,0.28416537910699846,0.877417221069336,2022-01-11 14:28:45.006908,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-35_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,35,0.3337888330221176,0.8463393402099609,2022-01-11 14:28:45.006959,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-36_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,36,0.27522297739982604,0.8827423095703125,2022-01-11 14:31:43.872937,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-36_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,36,0.33743988603353503,0.8441778945922852,2022-01-11 14:31:43.872990,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-37_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,37,0.27019603431224826,0.8837688827514648,2022-01-11 14:34:42.563313,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-37_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,37,0.3225526623427868,0.8493087768554688,2022-01-11 14:34:42.563367,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-38_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,38,0.292662391141057,0.8742484283447266,2022-01-11 14:37:40.923635,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-38_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,38,0.35190704241395,0.8357236862182618,2022-01-11 14:37:40.923687,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-39_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,39,0.317738946378231,0.8614332199096679,2022-01-11 14:40:39.514934,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-39_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,39,0.34236101508140565,0.8389906311035156,2022-01-11 14:40:39.514985,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-40_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,40,0.29165654301643373,0.8756227493286133,2022-01-11 14:43:38.249615,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-40_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,40,0.3382631431519985,0.8429652023315429,2022-01-11 14:43:38.249666,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-41_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,41,0.2863508931547403,0.8785006332397461,2022-01-11 14:46:36.976942,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-41_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,41,0.3437218649685383,0.8416254425048828,2022-01-11 14:46:36.977171,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-42_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,42,0.2760140750557184,0.8852557373046875,2022-01-11 14:49:35.723366,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-42_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,42,0.3395732869207859,0.8439078521728516,2022-01-11 14:49:35.723419,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-43_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,43,0.27204524874687197,0.8845610046386718,2022-01-11 14:52:34.087068,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-43_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,43,0.3364600212872028,0.8462520980834961,2022-01-11 14:52:34.087119,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-44_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,train,44,0.2827710019052029,0.8785122299194336,2022-01-11 14:55:32.926899,[None 'grid_distortion' 'optical_distortion']
ORCA_512x512__Size-512x512_Epoch-44_Images-100_Batch-1__random_2_operations_distortion.pth,random_2_operations,test,44,0.32970353484153747,0.8469113540649414,2022-01-11 14:55:32.926950,[None 'grid_distortion' 'optical_distortion']
