model,augmentation,phase,epoch,loss,accuracy,date,transformations
OCDC__Size-640x640_Epoch-36_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,36,0.43854315552550055,0.851740247938368,2021-12-19 22:35:48.770374,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-37_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,37,0.3494432593219071,0.8459166056315104,2021-12-19 22:59:12.404695,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-37_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,37,0.32155056411089994,0.8532911783854166,2021-12-19 22:59:12.404734,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-38_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,38,0.35893902698132607,0.8426765136718742,2021-12-19 23:22:34.349228,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-38_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,38,0.29950039627340935,0.8544537217881943,2021-12-19 23:22:34.349277,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-39_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,39,0.34961323120320836,0.8434064476376492,2021-12-19 23:45:59.752560,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-39_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,39,0.3109187352315833,0.8538865831163193,2021-12-19 23:45:59.752609,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-40_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,40,0.33349417467889864,0.8565296601795015,2021-12-20 00:09:22.173655,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-40_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,40,0.32656200725792184,0.854306450737847,2021-12-20 00:09:22.173705,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-41_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,train,41,0.3262926968213703,0.8577786487397694,2021-12-20 00:32:49.484272,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
OCDC__Size-640x640_Epoch-41_Images-840_Batch-1__random_9_operations_all.pth,random_9_operations,test,41,0.5332123435516324,0.8517382269965276,2021-12-20 00:32:49.484322,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'elastic_transformation' 'grid_distortion' 'optical_distortion' 'color_transfer' 'inpainting']
