model,augmentation,phase,epoch,loss,accuracy,date,transformations
OCDC__Size-640x640_Epoch-219_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,219,0.08727954791784646,0.9663405267624627,2021-11-02 01:09:43.918845,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-219_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,219,0.10306300060005419,0.9586205240885417,2021-11-02 01:09:43.918873,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-220_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,220,0.08857788525470131,0.9656965012323291,2021-11-02 01:28:06.137502,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-220_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,220,0.10687244891127598,0.9563653835720484,2021-11-02 01:28:06.137568,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-221_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,221,0.08731316823212269,0.9663432965959823,2021-11-02 01:46:28.404240,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-221_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,221,0.12824818016088102,0.9533542344835071,2021-11-02 01:46:28.404280,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-222_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,222,0.09784593093121484,0.9618733840215773,2021-11-02 02:04:50.540581,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-222_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,222,0.14664927662152977,0.9396753472222223,2021-11-02 02:04:50.540609,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-223_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,223,0.11371368347834158,0.9550339442661835,2021-11-02 02:23:13.135411,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-223_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,223,0.09826139162307501,0.9599493543836807,2021-11-02 02:23:13.135436,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-224_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,224,0.09584832554038647,0.9626642543247764,2021-11-02 02:41:35.277413,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-224_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,224,0.100134545206351,0.9608456081814236,2021-11-02 02:41:35.277480,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-225_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,225,0.08550079520847205,0.9665097133091527,2021-11-02 02:59:57.282238,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-225_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,225,0.09336316639795163,0.9632365044487847,2021-11-02 02:59:57.282292,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-226_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,226,0.08267913010050029,0.9678183186848967,2021-11-02 03:18:20.135780,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-226_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,226,0.10296895350248735,0.9629388292100691,2021-11-02 03:18:20.135815,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-227_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,227,0.08487558973193657,0.9670110124860487,2021-11-02 03:36:43.172336,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-227_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,227,0.11221188525434829,0.959369371202257,2021-11-02 03:36:43.172360,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-228_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,228,0.08501465420938205,0.9667838948567701,2021-11-02 03:55:06.666742,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-228_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,228,0.3906678180716376,0.9046430935329861,2021-11-02 03:55:06.666766,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-229_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,229,0.10904325224295289,0.956807207380022,2021-11-02 04:13:30.916455,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-229_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,229,0.09650172852254602,0.9626129286024308,2021-11-02 04:13:30.916508,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-230_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,230,0.09921012459011157,0.9611269327799489,2021-11-02 04:31:52.757108,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-230_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,230,0.12793133148394797,0.9482051866319444,2021-11-02 04:31:52.757132,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-231_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,231,0.09320288248867915,0.9634327683221728,2021-11-02 04:50:14.714078,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-231_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,231,0.11103995453943045,0.9548512369791665,2021-11-02 04:50:14.714130,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-232_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,232,0.09355316861133144,0.9640102539062495,2021-11-02 05:08:36.364754,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-232_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,232,0.13965468899631459,0.9446520182291669,2021-11-02 05:08:36.364779,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-233_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,233,0.08899860394135647,0.9657879551478793,2021-11-02 05:26:58.141523,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-233_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,233,0.11319021127427631,0.9567760281032984,2021-11-02 05:26:58.141566,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-234_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,234,0.08108909400874663,0.9684161900111604,2021-11-02 05:45:19.537070,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-234_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,234,0.10951260896116663,0.956318372938368,2021-11-02 05:45:19.537094,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-235_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,235,0.12042121744970721,0.9560278640020465,2021-11-02 06:03:43.281073,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-235_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,235,0.1253861613246651,0.9524810519748267,2021-11-02 06:03:43.281141,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-236_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,236,0.10117110582148252,0.9625094749813988,2021-11-02 06:22:06.612693,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-236_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,236,0.09038861552350379,0.9643691541883677,2021-11-02 06:22:06.612718,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-237_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,237,0.08217296379887211,0.9680805082775303,2021-11-02 06:40:30.110708,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-237_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,237,0.08964451947750705,0.964280558268229,2021-11-02 06:40:30.110761,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-238_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,238,0.0850005881995804,0.9662890479678194,2021-11-02 06:58:52.405713,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-238_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,238,0.1119014824996864,0.9558315158420142,2021-11-02 06:58:52.405759,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-239_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,239,0.08592810510718188,0.966757274809338,2021-11-02 07:17:15.062760,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-239_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,239,0.11467510107629802,0.955381849500868,2021-11-02 07:17:15.062785,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-240_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,240,0.08019021980999241,0.9691105462937123,2021-11-02 07:35:38.828570,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-240_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,240,0.10349114523536021,0.9607502712673612,2021-11-02 07:35:38.828598,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-241_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,241,0.0824847307473257,0.9675100213913687,2021-11-02 07:54:01.528577,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-241_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,241,0.13097240819843137,0.9509541965060766,2021-11-02 07:54:01.528623,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-242_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,242,0.09068558619590995,0.9647615792410715,2021-11-02 08:12:23.307231,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-242_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,242,0.11868047831295472,0.9531394585503473,2021-11-02 08:12:23.307257,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-243_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,243,0.07891329177310538,0.9690236700148805,2021-11-02 08:30:45.548023,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-243_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,243,0.1654935328259954,0.9485650906032987,2021-11-02 08:30:45.548049,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-244_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,244,0.08385147760050347,0.9674687122163312,2021-11-02 08:49:07.078246,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-244_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,244,0.19671497683359324,0.9307739122178816,2021-11-02 08:49:07.078273,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-245_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,245,0.09202439726143763,0.9648142729259666,2021-11-02 09:07:29.763037,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-245_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,245,0.14903260845017535,0.9499849853515624,2021-11-02 09:07:29.763062,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-246_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,246,0.09996078919130447,0.9627286231631329,2021-11-02 09:25:52.659682,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-246_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,246,0.1340341308873677,0.9459032660590279,2021-11-02 09:25:52.659715,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-247_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,247,0.09998050318241612,0.962290669759114,2021-11-02 09:44:14.930895,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-247_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,247,0.1535988609131083,0.9419706759982638,2021-11-02 09:44:14.930922,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-248_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,248,0.0814672087814047,0.9681330333891363,2021-11-02 10:02:37.098381,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-248_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,248,0.11383054450699193,0.9573891872829858,2021-11-02 10:02:37.098406,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-249_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,249,0.0768188629503822,0.9698811558314733,2021-11-02 10:20:59.686511,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-249_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,249,0.1050415973160044,0.9606850721571184,2021-11-02 10:20:59.686535,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-250_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,250,0.07901114160682222,0.9688315836588545,2021-11-02 10:39:22.730376,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-250_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,250,0.1300556522627125,0.9556316867404514,2021-11-02 10:39:22.730400,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-251_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,251,0.07923262584172334,0.9687719900948661,2021-11-02 10:57:44.769733,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-251_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,251,0.10352906509510326,0.9574460720486109,2021-11-02 10:57:44.769772,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-252_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,252,0.08196773584113544,0.9675202665783114,2021-11-02 11:16:08.714140,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-252_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,252,0.11046869166028854,0.9549856635199654,2021-11-02 11:16:08.714166,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-253_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,253,0.07646948410944052,0.9703407796223963,2021-11-02 11:34:30.756648,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-253_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,253,0.09711210311502833,0.9617765842013888,2021-11-02 11:34:30.756674,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-254_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,254,0.08591528089709755,0.9665092221214658,2021-11-02 11:52:52.822691,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-254_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,254,0.1127917608433361,0.9583699408637151,2021-11-02 11:52:52.822732,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-255_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,255,0.08806337115002819,0.965632600330171,2021-11-02 12:11:15.035954,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-255_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,255,0.11012175388677861,0.9565954996744793,2021-11-02 12:11:15.036022,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-256_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,256,0.08112981118027252,0.9681069045293893,2021-11-02 12:29:37.425185,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-256_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,256,0.10626634707017123,0.9570508490668408,2021-11-02 12:29:37.425211,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-257_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,257,0.07618113533656773,0.9701362973167783,2021-11-02 12:47:59.987323,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-257_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,257,0.1318996119334972,0.9556570366753473,2021-11-02 12:47:59.987357,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-258_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,258,0.07518301544828969,0.9705450671968008,2021-11-02 13:06:22.956678,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-258_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,258,0.13433263255315575,0.9549790039062499,2021-11-02 13:06:22.956718,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-259_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,259,0.0734695799555127,0.9710875621977311,2021-11-02 13:24:45.164476,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-259_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,259,0.11002213369219034,0.9597058783637153,2021-11-02 13:24:45.164516,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-260_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,260,0.07882120229312585,0.9687540457589285,2021-11-02 13:43:08.215431,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-260_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,260,0.1550997784081119,0.9360896538628473,2021-11-02 13:43:08.215474,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-261_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,261,0.10756187957589905,0.958584937686012,2021-11-02 14:01:31.729133,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-261_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,261,0.11931801476243385,0.9504776340060764,2021-11-02 14:01:31.729158,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-262_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,262,0.09059504829688844,0.9643839082263765,2021-11-02 14:19:54.333338,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-262_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,262,0.10908892063378314,0.955181206597222,2021-11-02 14:19:54.333366,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-263_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,263,0.07731304057183695,0.9695709431966146,2021-11-02 14:38:16.327052,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-263_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,263,0.10260855332845596,0.9598762613932291,2021-11-02 14:38:16.327094,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-264_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,264,0.07760487359117697,0.9695934361049112,2021-11-02 14:56:40.367218,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-264_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,264,0.19533734292985577,0.9271816813151044,2021-11-02 14:56:40.367243,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-265_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,265,0.0850117516159506,0.9667070835658482,2021-11-02 15:15:02.176995,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-265_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,265,0.12531238585743268,0.9492754991319444,2021-11-02 15:15:02.177050,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-266_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,266,0.07715034253068595,0.9694397001720608,2021-11-02 15:33:25.980220,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-266_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,266,0.1252508508045341,0.9523528103298612,2021-11-02 15:33:25.980275,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-267_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,267,0.07640892375356131,0.970166928245907,2021-11-02 15:51:48.124169,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-267_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,267,0.1197163875780057,0.9498968370225696,2021-11-02 15:51:48.124223,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-268_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,268,0.07420071385017114,0.9705900239490322,2021-11-02 16:10:11.408695,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-268_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,268,0.09171100603772275,0.96338441297743,2021-11-02 16:10:11.408749,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-269_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,269,0.07122559854436812,0.9720341215587804,2021-11-02 16:28:35.663987,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-269_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,269,0.16251766782849397,0.951978502061632,2021-11-02 16:28:35.664028,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-270_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,270,0.07578996005580242,0.9701750226702013,2021-11-02 16:46:59.586216,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-270_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,270,0.1050517155616237,0.9572639567057293,2021-11-02 16:46:59.586268,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-271_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,271,0.07201904117484359,0.971777622767857,2021-11-02 17:05:23.254082,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-271_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,271,0.09786693324468716,0.9636013726128471,2021-11-02 17:05:23.254107,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-272_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,272,0.07943720862255456,0.9694055960518971,2021-11-02 17:23:47.216698,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-272_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,272,0.17244432716648184,0.9437656249999998,2021-11-02 17:23:47.216730,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-273_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,273,0.09453841474009356,0.9620361764090409,2021-11-02 17:42:11.019572,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-273_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,273,0.14460960392902455,0.9527113579644096,2021-11-02 17:42:11.019601,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-274_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,274,0.10073704114415055,0.9610401524135045,2021-11-02 18:00:33.567760,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-274_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,274,0.09451267839968851,0.9615820990668401,2021-11-02 18:00:33.567786,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-275_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,275,0.0813737068450748,0.9682030087425593,2021-11-02 18:18:57.433484,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-275_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,275,0.18062540433471036,0.9408320583767359,2021-11-02 18:18:57.433518,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-276_Images-840_Batch-1__random_4_operations.pth,random_4_operations,train,276,0.0862740593187785,0.9666337832496278,2021-11-02 18:37:20.572097,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
OCDC__Size-640x640_Epoch-276_Images-840_Batch-1__random_4_operations.pth,random_4_operations,test,276,0.09369751650329919,0.9642094048394095,2021-11-02 18:37:20.572150,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose']
