model,augmentation,phase,epoch,loss,accuracy,date,transformations
OCDC__Size-640x640_Epoch-101_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,101,0.19053283132490748,0.9246529889787961,2021-11-29 00:36:32.523805,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-101_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,101,0.16847369520304104,0.9375372314453129,2021-11-29 00:36:32.523859,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-102_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,102,0.180603263279218,0.9303516584123886,2021-11-29 00:55:11.344975,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-102_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,102,0.19113643842154285,0.92242236328125,2021-11-29 00:55:11.345023,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-103_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,103,0.18725473906878115,0.9274740251813612,2021-11-29 01:13:50.073043,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-103_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,103,0.17938589569465774,0.9274167480468751,2021-11-29 01:13:50.073103,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-104_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,104,0.19536093549506317,0.9230081351143982,2021-11-29 01:32:29.536482,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-104_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,104,0.19230635298493629,0.9195252414279518,2021-11-29 01:32:29.536529,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-105_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,105,0.18505358923561982,0.92944819859096,2021-11-29 01:51:08.169958,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-105_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,105,0.19166519819862313,0.9224881184895837,2021-11-29 01:51:08.169994,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-106_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,106,0.18170653120129523,0.9303408203124995,2021-11-29 02:09:47.980735,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-106_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,106,0.19260004163305794,0.9316783447265625,2021-11-29 02:09:47.980812,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-107_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,107,0.1801374903338174,0.9302653285435267,2021-11-29 02:28:26.952099,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-107_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,107,0.16108794930429818,0.9383715820312498,2021-11-29 02:28:26.952158,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-108_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,108,0.18046052663495565,0.9297368977864582,2021-11-29 02:47:06.195443,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-108_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,108,0.2308491539585197,0.9138569742838542,2021-11-29 02:47:06.195476,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-109_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,109,0.2066661173344723,0.916447358630953,2021-11-29 03:05:44.121398,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-109_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,109,0.17931518118130044,0.927741197374132,2021-11-29 03:05:44.121432,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-110_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,110,0.17914664847873307,0.9299592953636534,2021-11-29 03:24:21.834488,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-110_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,110,0.16868916074098605,0.9318033582899307,2021-11-29 03:24:21.834535,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-111_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,111,0.17621261372765903,0.9332637648809524,2021-11-29 03:42:59.652451,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-111_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,111,0.17587925807844537,0.927214070638021,2021-11-29 03:42:59.652500,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-112_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,112,0.1797604350507581,0.9293183215913315,2021-11-29 04:01:38.880047,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-112_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,112,0.19510188203744797,0.921257595486111,2021-11-29 04:01:38.880092,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-113_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,113,0.16674179069537093,0.9361276216052834,2021-11-29 04:20:17.695640,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-113_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,113,0.18180656544864177,0.9184787733289931,2021-11-29 04:20:17.695672,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-114_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,114,0.1616352410041145,0.9389823317754838,2021-11-29 04:38:55.929027,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-114_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,114,0.17905441319259505,0.9254021267361112,2021-11-29 04:38:55.929061,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-115_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,115,0.18015452755110647,0.9315109834216895,2021-11-29 04:57:34.545466,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-115_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,115,0.17655367234320793,0.9333235270182294,2021-11-29 04:57:34.545513,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-116_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,116,0.17539848656146897,0.9328858584449401,2021-11-29 05:16:14.215580,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-116_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,116,0.21915075672376488,0.9059583604600696,2021-11-29 05:16:14.215654,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-117_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,117,0.16174454949643752,0.938867347353981,2021-11-29 05:34:53.273173,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-117_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,117,0.15903412193745478,0.9410354546440977,2021-11-29 05:34:53.273248,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-118_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,118,0.17253425107032638,0.9341255318777912,2021-11-29 05:53:30.719926,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-118_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,118,0.1802957070545138,0.9356969401041663,2021-11-29 05:53:30.719972,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-119_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,119,0.16529385691808005,0.9361374250139511,2021-11-29 06:12:09.497352,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-119_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,119,0.19839910612661496,0.9189530978732638,2021-11-29 06:12:09.497387,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-120_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,120,0.160246884097675,0.9381608712332592,2021-11-29 06:30:53.597033,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-120_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,120,0.17297296643244206,0.9352996419270836,2021-11-29 06:30:53.597095,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-121_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,121,0.15916225085536662,0.9390577828543524,2021-11-29 06:49:32.466160,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-121_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,121,0.14844877570932213,0.9430819498697918,2021-11-29 06:49:32.466193,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-122_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,122,0.16117750913538095,0.9374369303385424,2021-11-29 07:08:10.080324,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-122_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,122,0.15492062632757653,0.9361847601996528,2021-11-29 07:08:10.080357,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-123_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,123,0.161305444945451,0.9371351870582216,2021-11-29 07:26:47.221796,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-123_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,123,0.1590818453259999,0.9381761338975695,2021-11-29 07:26:47.221858,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-124_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,124,0.1628760724224516,0.9373754795619417,2021-11-29 07:45:24.422873,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-124_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,124,0.1699072543842097,0.9366046956380208,2021-11-29 07:45:24.422927,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-125_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,125,0.15305331747326167,0.9436740112304706,2021-11-29 08:04:03.476637,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-125_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,125,0.1692227914405521,0.9370926378038194,2021-11-29 08:04:03.476683,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-126_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,126,0.16332627409227868,0.9380218854631702,2021-11-29 08:22:40.524065,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-126_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,126,0.200679148007637,0.9170415717230902,2021-11-29 08:22:40.524150,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-127_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,127,0.1561310193352429,0.9393550531296497,2021-11-29 08:41:17.494486,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-127_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,127,0.18702691384759318,0.925153795030382,2021-11-29 08:41:17.494521,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-128_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,128,0.17550133836810433,0.9301724301292777,2021-11-29 08:59:55.251068,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-128_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,128,0.1586178157730804,0.931570271809896,2021-11-29 08:59:55.251115,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-129_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,129,0.15899351914939913,0.93916592843192,2021-11-29 09:18:33.393869,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-129_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,129,0.1419507841055747,0.9450374348958336,2021-11-29 09:18:33.393917,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-130_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,130,0.17603905149971114,0.9312111990792407,2021-11-29 09:37:12.474668,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-130_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,130,0.13567449967506237,0.9452039252387159,2021-11-29 09:37:12.474740,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-131_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,131,0.1468856202918687,0.9458062279110868,2021-11-29 09:55:52.093670,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-131_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,131,0.13084286244831875,0.9475556504991319,2021-11-29 09:55:52.093716,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-132_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,132,0.1507656367912811,0.942616835821243,2021-11-29 10:14:31.631216,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-132_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,132,0.13258656009889414,0.9435459391276042,2021-11-29 10:14:31.631248,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-133_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,133,0.14991763791809457,0.9418634585425969,2021-11-29 10:33:10.287898,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-133_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,133,0.15529549484231717,0.9415465766059027,2021-11-29 10:33:10.287930,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-134_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,134,0.15400635216051126,0.9414776495070686,2021-11-29 10:51:48.228629,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-134_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,134,0.13522553866852022,0.9466065945095488,2021-11-29 10:51:48.228662,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-135_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,135,0.1740360462756057,0.932284275599889,2021-11-29 11:10:26.411017,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-135_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,135,0.21111478491996724,0.9189808892144099,2021-11-29 11:10:26.411050,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-136_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,136,0.1539752580931582,0.9435990600585937,2021-11-29 11:29:03.473957,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-136_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,136,0.1680507073961457,0.9375452202690971,2021-11-29 11:29:03.474017,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-137_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,137,0.15577593716561317,0.9400255214146205,2021-11-29 11:47:40.809570,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-137_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,137,0.13318694399204106,0.9489344753689238,2021-11-29 11:47:40.809612,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-138_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,138,0.16409112527180697,0.9346245553152905,2021-11-29 12:06:18.097202,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-138_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,138,0.20442280980221564,0.9096436631944441,2021-11-29 12:06:18.097250,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-139_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,139,0.15968143112508448,0.9402509213402158,2021-11-29 12:24:57.017360,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-139_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,139,0.1580972565467366,0.9332850206163196,2021-11-29 12:24:57.017392,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-140_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,140,0.1459491963275858,0.9450982026599708,2021-11-29 12:43:35.182259,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-140_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,140,0.21017083323224345,0.9163420545789931,2021-11-29 12:43:35.182310,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-141_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,141,0.16198057649689007,0.93604516892206,2021-11-29 13:02:14.385961,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-141_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,141,0.14093167108399535,0.9482457139756945,2021-11-29 13:02:14.386007,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-142_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,142,0.14843859417541397,0.9431672508603056,2021-11-29 13:20:52.327009,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-142_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,142,0.18182914565162112,0.9302101779513888,2021-11-29 13:20:52.327082,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-143_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,143,0.14450282348864546,0.9452350318545388,2021-11-29 13:39:30.130879,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-143_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,143,0.16469076327306942,0.9403024766710075,2021-11-29 13:39:30.130911,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-144_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,144,0.15695966972908493,0.9379953903924851,2021-11-29 13:58:09.523781,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-144_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,144,0.1690529707864496,0.9371139051649309,2021-11-29 13:58:09.523815,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-145_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,145,0.1446012509354443,0.9442287684849322,2021-11-29 14:16:47.251436,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-145_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,145,0.1399074881835582,0.9472834472656253,2021-11-29 14:16:47.251511,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-146_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,146,0.1443026404116868,0.9459106096540187,2021-11-29 14:35:25.313132,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-146_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,146,0.1788056796917873,0.9252120496961809,2021-11-29 14:35:25.313205,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-147_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,147,0.14347851335669043,0.9458734247116826,2021-11-29 14:54:04.288137,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-147_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,147,0.17625949998522022,0.9322484537760415,2021-11-29 14:54:04.288183,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-148_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,148,0.1461854247077662,0.9446151733398426,2021-11-29 15:12:43.210626,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-148_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,148,0.18868755610844043,0.9231331922743055,2021-11-29 15:12:43.210688,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-149_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,149,0.14673147306284157,0.9438483421688988,2021-11-29 15:31:21.781477,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
