model,augmentation,phase,epoch,loss,accuracy,date,transformations
ORCA__Size-640x640_Epoch-23_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,23,0.4075303496454136,0.8251516483224313,2022-02-23 17:44:28.139273,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-24_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,24,0.3196533774864396,0.862628214411173,2022-02-23 20:57:10.466170,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-24_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,24,0.4288105233849887,0.8159171193520216,2022-02-23 20:57:10.466225,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-25_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,25,0.3176008754925964,0.8643073582734802,2022-02-24 00:10:28.630863,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-25_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,25,0.41601182247643603,0.8206081101107466,2022-02-24 00:10:28.630917,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-26_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,26,0.3129831702165311,0.8662050439067748,2022-02-24 03:24:09.814015,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-26_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,26,0.42455424964253363,0.819478442399157,2022-02-24 03:24:09.814069,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-27_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,27,0.30908421718837775,0.868499558783412,2022-02-24 06:36:56.740232,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-27_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,27,0.39803418345729424,0.829325294145595,2022-02-24 06:36:56.740286,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-28_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,28,0.3113973272750072,0.8678093543756356,2022-02-24 09:49:33.875070,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-28_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,28,0.40344857878083495,0.8263615244835866,2022-02-24 09:49:33.875138,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-29_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,29,0.30652958176574785,0.8693858692504036,2022-02-24 13:02:06.229702,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-29_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,29,0.40185464946775495,0.8267513997904353,2022-02-24 13:02:06.229755,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-30_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,30,0.3036875356736294,0.8712310264019897,2022-02-24 16:14:40.047831,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-30_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,30,0.39452687308838214,0.8286952413445314,2022-02-24 16:14:40.047884,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-31_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,31,0.3043859337336907,0.870434689433972,2022-02-24 19:27:12.534804,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-31_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,31,0.3972404641449481,0.8265688222669353,2022-02-24 19:27:12.534857,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-32_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,32,0.29612571816221844,0.8739228032131953,2022-02-24 22:39:51.950527,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-32_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,32,0.39555469776996943,0.829647854526403,2022-02-24 22:39:51.950594,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-33_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,33,0.29491729215250806,0.8752086295798693,2022-02-25 01:52:27.268089,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-33_Images-4181_Batch-1__random_distortion.pth,random_2_operations,test,33,0.3957688876811587,0.830238052092342,2022-02-25 01:52:27.268141,[None 'grid_distortion' 'optical_distortion']
ORCA__Size-640x640_Epoch-34_Images-4181_Batch-1__random_distortion.pth,random_2_operations,train,34,0.2970743757797126,0.874078854677415,2022-02-25 05:04:57.719907,[None 'grid_distortion' 'optical_distortion']
